,country,description,designation,points,price,province,region_1,region_2,variety,winery
364,Italy,"Pretty fragrances recall white spring flowers and white fruit. The bright palate offers juicy Granny Smith, yellow peaches and citrus alongside crisp acidity that leaves a clean, dry finish.",,87,13,Northeastern Italy,Delle Venezie,,Pinot Grigio,Kris
365,US,"The grapes are from Mount Veeder, and the wine shows that appellation's strong tannins, as well as its classic black currant and mineral flavors that finish so dry and clean. Made from 100% Cabernet, it was aged in 50% new French oak. The end result is complex, but astringent, not a wine you want to drink now. Give it until 2020 and see what it's doing.",,87,79,California,Napa Valley,Napa,Cabernet Sauvignon,Kukeri
366,US,"This is one of those Chardonnays that's delicious from the first sip. It's not complicated, but is rich in mango, yellow peach and oak-inspired buttered toast, butterscotch, honey and vanilla bean flavors. The grapes are from the Oak Knoll District, and the wine has refreshing acidity.",Red Hen,87,30,California,Napa Valley,Napa,Chardonnay,Laird
367,Italy,"This well-priced Moscato offers intense sensations of honeysuckle, tropical fruit, ripe yellow peach and juicy honeydew melon. The palate is brightened by fresh acidity, which imparts a lively, bright character.",,87,9,Northeastern Italy,Vigneti delle Dolomiti,,Moscato,Mezzacorona
368,Italy,"Aromas include white spring flowers, tropical fruit and a hint of graphite. The juicy palate offers green apples, white peach and melon alongside fresh acidity. Delicate almond marks the close.",Montunal,87,15,Lombardy,Lugana,,Turbiana,Montonale
369,US,"Fragrant in tropical guava and grapefruit, this is a clean, crisp Chardonnay. Layered with acidity and textured enough to go with food, it's a good wine to serve on occasions big and small.",Rock & Vine,87,17,California,North Coast,North Coast,Chardonnay,Nine North Wine Company
370,US,"This 100% Merlot has elevated qualities of complexity. It's dry and quite tannic, with raspberry, cherry, licorice, herb and sandalwood flavors that finish with a rich spiciness. Drink now–2016.",,87,27,California,Alexander Valley,Sonoma,Merlot,Pech Merle
371,Argentina,"Sweet and candied on the nose, it has a touch of citrus and melon to the flavor profile. It has an okay mouthfeel.",The Perfect Play Pink,82,7,Mendoza Province,Mendoza,,Moscato,Domino
372,US,"Arabica coffee and toasted hazelnut aromas are layered on top of wild-berry notes. Overall, this medium-bodied wine feels soft and a tad runny.",,82,18,Virginia,Virginia,,Chambourcin,Chateau Morrisette
373,Argentina,"It's oxidized and nutty on the nose. The palate is peachy, while flavors of nuts, dried-out citrus and baked stone fruits finish bland.",Made With Organically Grown Grapes Rosé,82,12,Mendoza Province,Tupungato,,Malbec-Cabernet Sauvignon,Domaine Jean Bousquet
374,US,"This is a big Merlot, earthy but a tad flat, with a tobacco-like bitterness on the tail end.",Le Sage,82,35,California,Dry Creek Valley,Sonoma,Merlot,Michel-Schlumberger
375,France,"Cut with sulfur, this is a wine whose bitterness hides the potential of the strawberry fruits and acidity. Off-dry, it's unbalanced.",,82,13,Loire Valley,Rosé d'Anjou,,Rosé,Bougrier
376,Portugal,"A sugar water style of Vinho Verde, all sweetness and acidity. It is fresh and clean, very crisp and green.",,82,9,Vinho Verde,,,Portuguese White,Vidigal
377,US,"Diminished scents of rubber, dried cherry and raspberry translate onto the nimble, glossy palate. The acidity becomes jumpy on the finish, leaving the wine feeling tense and asymmetrical.",Catamount Run,82,18,Virginia,Virginia,,Red Blend,Naked Mountain
378,US,"Oregano, sun-dried grass and vanilla scents veneer seemingly volatile notes of plum and blackberry. Although the wine comes with a supple attack, high-strung acidity marks the midpalate, which makes the wine feel stressed and uneasy.",Estate Club Free Run,82,18,Virginia,Virginia,,Cabernet Sauvignon,Veramar
379,Spain,Compost aromas and a clunky feeling palate get this off on the wrong foot. Flavors of burnt berry fruit and sweetness fail to impress. This shows hardly any snap on a cloying finish.,Rosado,82,14,Northern Spain,Somontano,,Cabernet Sauvignon,Enate
380,US,"There's a tannic flatness to this 76% Cabernet Sauvignon, with 12% Malbec and 12% Petit Verdot blended in. The crunchy blackberry and cassis fall somewhat flat on the palate.",,82,32,California,Sonoma County,Sonoma,Cabernet Sauvignon,Estate 1856
381,US,"Silky and easygoing on the palate, this comes with slightly sweet flavors of shaved apples, pears and tropical fruits.",Sweet Adeline,82,19,Arizona,Arizona,,Riesling,Carlson Creek
382,US,"Course and snappy on the palate, this blanc de blancs features broad apple flavors.",Château Reserve Méthode Champenoise Blanc de Blancs Brut,82,30,North Carolina,North Carolina,,Chardonnay,Biltmore Estate
383,US,"A Grenache-based rosé, this features broad aromas of tart red fruits and an edgy, medium-bodied palate.",Rosa Dia Estate,81,18,North Carolina,Yadkin Valley,,Rosé,Jones von Drehle
384,US,"A vivid floral aroma pops from the glass and carries through to the palate, blending orange blossom with bursts of cherry, orange and red vermouth. It's smooth in texture, full-bodied and not very tannic.",,81,20,California,El Dorado County,Sierra Foothills,Grenache,Four Fields
385,Argentina,"Soapy, funky aromas feel unfocused, with bland flavors of melon and not much else. It finishes soft.",,81,13,Mendoza Province,Mendoza,,Torrontés,Tres Exilios
386,US,"A rosé of Sangiovese, Montepulciano and Syrah, this has flavors of herb and raspberry, which are etched with nervy acids.",Girasole,81,13,North Carolina,Swan Creek,,Rosé,Raffaldini
387,US,"Quince and apple juice notes lead to a tart, medium-bodied palate. The elevated acidity makes for a rigid finish.",,81,14,Virginia,Virginia,,Traminette,Virginia Mountain Vineyards
388,US,"Medium in body, this deals a slender peach flavor, bearing acids that become jumpy toward the finish.",,81,20,Virginia,Virginia,,Viognier,North Gate
389,Argentina,"Vaguely floral aromas precede a sweet, cloying palate that tastes candied.",,81,8,Mendoza Province,Mendoza,,Moscato,Region 1
390,US,"A ripe-smelling wine, with notes of wilted flower, lychee and papaya flesh. It feels amorphous on attack, and the clingy finish shows some bitterness.",Vino Signora,81,15,Virginia,Monticello,,Traminette,Glass House
391,France,"In this unbalanced, medium-dry wine, the fruit, the acidity and the sweetness don't seem to want to hang together. At the end, the acidity wins, while the rest of the wine is left behind.",V Douce France,81,14,Loire Valley,Vouvray,,Chenin Blanc,Bougrier
392,US,"Kiwi, mint and green apple notes mark the nose. Medium in weight, it features seemingly underripe acids that give the palate a discernible nerviness.",,81,15,Virginia,Virginia,,Viognier,Prince Michel
393,US,"Aromas of worn saddle leather and stewed blackberries and raspberries come with some volatility. Overall, the palate feels taut and tense. Tart acids cut the finish short and kick the salivary glands into overdrive.",Ameritage Estate Club,81,18,Virginia,Virginia,,Red Blend,Veramar
394,Argentina,"Tropical, soapy aromas are yeasty and flat. Flavors of lychee and melon have no follow-through and finish mealy.",,80,13,Mendoza Province,Mendoza,,Chardonnay,Tres Exilios
395,Argentina,"Candied plum and red berry aromas smell like red licorice. Flavors are raisiny, with sourness and astringency.",Estate Bottled,80,5,Mendoza Province,Mendoza,,Malbec,Terrenal
396,US,"The color of castor oil, this sweet table wine offers clove and root beer flavors that cling to the finish.",Noche Sweet Table Wine,80,17,Virginia,Virginia,,Red Blend,Cooper Vineyards
397,France,"This is full of fruit and weighty tannins. Coming from one of the finest vineyards in Burgundy, it is going to have great power and an opulent nature. This wine also has elegance, its black fruits controlled and with a mineral edge. That doesn't take away the power, it enhances the stylishness of this grand wine. Drink from 2020.",,96,240,Burgundy,Chambertin,,Pinot Noir,Domaine Rossignol-Trapet
398,Spain,"This could be the best Astrales to date. Alluring scents of plum, blueberry and spice are backed by balsam dust and briary pipe-tobacco aromas. Deep and tannic on the palate, then packed with mocha, chocolate, toasted marshmallow, cassis and cherry cough drop flavors, this is fixed and firm now, with a staunch, intense, nervy finish. Drink from 2015–2028.",,96,90,Northern Spain,Ribera del Duero,,Tinto Fino,Astrales
399,France,"Initially, this is a richly ripe wine with tropical fruit flavors. It also has an immense sense of structure that supports the fruit impressively. It's dense, concentrated, exuding power and solidity, while always keeping a sense of elegance. Drink from 2018.",,96,315,Burgundy,Chevalier-Montrachet,,Chardonnay,Bouchard Père & Fils
400,France,"This is powerful and rich, allowing just a note of freshness to creep into the firm structure. Dark tannins, black fruits and smoky wood flavors combine harmoniously, lending a sense of great power and long-term aging potential. Drink from 2019.",Le Corton,96,115,Burgundy,Corton,,Pinot Noir,Bouchard Père & Fils
401,US,"Half Cabernet Sauvignon with the rest Merlot and Cabernet Franc, this wine opens with aromas of fresh herbs, fig, barrel spice and dark fruit. The palate brings some astringency, needing some food to tame it.",Ciel du Cheval Vineyard,87,40,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,:Nota Bene
402,Italy,"Ripe plum, game, truffle, leather and menthol are some of the aromas you'll find on this earthy wine. The tightly wound palate offers dried black cherry, chopped sage, mint and roasted coffee bean alongside raspy tannins that leave a mouth-drying finish.",,87,40,Tuscany,Brunello di Montalcino,,Sangiovese,Poggiarellino
403,France,"Herb and cherry notes mingle on the nose of this 75% Grenache and 25% Syrah blend. On the medium-weight palate, pleasant pepper, cinnamon and clove notes join the ripe cherries, then conclude with a hint of mocha. Drink now–2020.",,87,14,Rhône Valley,Côtes du Rhône,,Grenache-Syrah,Republic of Wine
404,US,"Gravel, dark red berries and a raw beef character show on the nose of this accessibly priced wine. The palate offers beet and dark cranberry juice flavors, along with black sage and camphor. Still tightly wound, it will get better with patience.",,87,18,California,Santa Barbara County,Central Coast,Pinot Noir,Santa Barbara Winery
405,India,"This wine features a fresh nose of grapefruit and lemon peel. It is bright on the palate, offering flavors of grapefruit, pear and green apple. It remains crisp and clean across the entire tongue right into the orange zest finish.",,87,12,Nashik,,,Chenin Blanc,Sula
406,Italy,"Aromas of stewed prune and fig follow through to the evolved palate along with raisin, licorice and a green note of powdered sage. Austere, astringent tannins leave a raspy finish. You'll also notice the heat of evident alcohol.",Vigna Spuntali,87,70,Tuscany,Brunello di Montalcino,,Sangiovese,Val di Suga
407,Italy,"Made with organically grown Sangiovese grapes, this structured red has subdued aromas of mature black cherry, blue flower and baking spice. The soft palate offers prune and sweet vanilla alongside rather fleeting tannins.",Saragio,87,32,Tuscany,Maremma Toscana,,Sangiovese,Valdonica
408,Spain,"Light cherry and raspberry aromas are subdued but fresh. This blend of 85% Tempranillo and Cabernet Sauvignon has a medium body, while plum and cherry flavors are straightforward. A lightly baked flavor and spice notes help the finish along, as does the jolt of Cabernet.",Hoya de Cadenas Reserva Privada,87,12,Levante,Utiel-Requena,,Tempranillo Blend,Vicente Gandia
